artist,title,lyrics,cleaned_lyrics
Tame Impala,The Less I Know the Better,"162 ContributorsTranslationsFrançaisTürkçeEspañolPortuguêsItalianoDeutschThe Less I Know the Better Lyrics[Verse 1]
Someone said they left together
I ran out the door to get her
She was holding hands with Trevor
Not the greatest feeling ever
Said, ""Pull yourself together
You should try your luck with Heather""
Then I heard they slept together
Oh, the less I know the better
The less I know the better

[Chorus]
Oh, my love, can't you see yourself by my side?
No surprise, leanin' on his shoulder like every night
Oh, my love, can't you see that you're on my mind?
Don't suppose you could convince your lover to change his mind
So goodbye

[Verse 2]
She said, ""It's not now or never
Wait ten years, we'll be together""
I said, ""Better late than never
Just don't make me wait forever""
Don't make me wait forever
Don't make me wait forever
You might also like[Chorus]
Oh, my love, can't you see yourself by my side?
I don't suppose you could convince your lover to change his mind

[Outro]
I was doing fine without ya
'Til I saw your face, now I can't erase
Givin' in to all his bullshit
Is this what you want? Is this who you are?
I was doing fine without ya
'Til I saw your eyes turn away from mine
All sweet talkin', where he wants ya
So, come on, Superman, say your stupid line
So, come on, Superman, say your stupid line
So, come on, Superman, say your stupid line206Embed",someone said they left together i ran out the door to get her she was holding hands with trevor not the greatest feeling ever said pull yourself together you should try your luck with heather then i heard they slept together oh the less i know the better the less i know the better  oh my love cant you see yourself by my side no surprise leanin on his shoulder like every night oh my love cant you see that youre on my mind dont suppose you could convince your lover to change his mind so goodbye  she said its not now or never wait ten years well be together i said better late than never just dont make me wait forever dont make me wait forever dont make me wait forever you might also like oh my love cant you see yourself by my side i dont suppose you could convince your lover to change his mind  i was doing fine without ya til i saw your face now i cant erase givin in to all his bullshit is this what you want is this who you are i was doing fine without ya til i saw your eyes turn away from mine all sweet talkin where he wants ya so come on superman say your stupid line so come on superman say your stupid line so come on superman say your stupid line
Tame Impala,"New Person, Same Old Mistakes","106 ContributorsTranslationsPortuguêsItalianoFrançaisDeutschفارسیEspañolNew Person, Same Old Mistakes Lyrics[Instrumental Intro]

[Verse 1]
I can just hear them now
""How could you let us down?""
But they don't know what I found
Or see it from this way 'round
Feeling it overtake
All that I used to hate
One by one, every trait
I tried, but it's way too late
All the signs I don't read
Two sides of me can't agree
Will I be in too deep?
Going with what I always longed for

[Chorus]
Feel like a brand-new person
But you'll make the same old mistakes
Well, I don't care, I'm in love
Stop before it's too late
I know…
Feel like a brand-new person
But you'll make the same old mistakes
I finally know what it's like
(You don't have what it takes)
Stop before it's too late
I know there's too much at stake
Making the same mistakes
And I still don't know why it's happening
Stop while it's not too late
And I still don't know…
You might also like[Verse 2]
Finally taking flight
I know you don't think it's right
I know that you think it's fake
Maybe fake's what I like
The point is, I have the right
Not thinkin' in black and white
Thinkin' it's worth the fight
Soon I'll be out of sight
Knowing it all this time
Going with what I always longed for

[Chorus]
Feel like a brand-new person
But you'll make the same old mistakes
Well, I don't care, I'm in love
Stop before it's too late
Feel like a brand-new person
But you'll make the same old mistakes
So how do I know I've gone too far?
(You don't have what it takes)
Stop before it's too late

[Bridge]
Man, I know that it's hard to digest
But maybe your story ain't so different from the rest
And I know it seems wrong to accept
But you've got your demons, and she's got her regrets
Man, I know that it's hard to digest
A realization is as good as a guess
And I know it seems wrong to accept
But you've got your demons, and she's got her regrets
But you've got your demons, and she's got her regrets
[Chorus]
Feel like a brand-new person
So, how will I know that it's right?
In a new direction
So, how will I know I've gone too far?
Stop thinking that the only option was…
Feel like a brand-new person
I finally know what it's like
Stop thinking that the only option was…
In a new direction
So how will I know I've gone too far?
Stop thinking that the only option was…
And I know it's hard to describe
Stop thinking that the only option was…
So how will I know that it's right?118Embed",i can just hear them now how could you let us down but they dont know what i found or see it from this way round feeling it overtake all that i used to hate one by one every trait i tried but its way too late all the signs i dont read two sides of me cant agree will i be in too deep going with what i always longed for  feel like a brand new person but youll make the same old mistakes well i dont care im in love stop before its too late i know feel like a brand new person but youll make the same old mistakes i finally know what its like you dont have what it takes stop before its too late i know theres too much at stake making the same mistakes and i still dont know why its happening stop while its not too late and i still dont know you might also like finally taking flight i know you dont think its right i know that you think its fake maybe fakes what i like the point is i have the right not thinkin in black and white thinkin its worth the fight soon ill be out of sight knowing it all this time going with what i always longed for  feel like a brand new person but youll make the same old mistakes well i dont care im in love stop before its too late feel like a brand new person but youll make the same old mistakes so how do i know ive gone too far  you dont have what it takes stop before its too late  man i know that its hard to digest but maybe your story aint so different from the rest and i know it seems wrong to accept but youve got your demons and shes got her regrets man i know that its hard to digest a realization is as good as a guess and i know it seems wrong to accept but youve got your demons and shes got her regrets but youve got your demons and shes got her regrets  feel like a brand new person so how will i know that its right in a new direction so how will i know ive gone too far stop thinking that the only option was feel like a brand new person i finally know what its like stop thinking that the only option was in a new direction so how will i know ive gone too far stop thinking that the only option was and i know its hard to describe stop thinking that the only option was so how will i know that its right
Tame Impala,Let It Happen,"124 ContributorsTranslationsEspañolFrançaisDeutschItalianoPortuguêsLet It Happen Lyrics[Verse 1]
It's always around me, all this noise
But not nearly as loud as the voice saying
""Let it happen, let it happen (It's gonna feel so good)
Just let it happen, let it happen""

[Chorus]
All this running around trying to cover my shadow
A notion growing inside, now all the others seem shallow
All this running around bearing down on my shoulders
I can hear an alarm, must be morning

[Verse 2]
I heard about a whirlwind that's coming 'round
It's gonna carry off all that isn't bound
And when it happens, when it happens (I won't be holding on)
So let it happen, let it happen

[Chorus]
All this running around, I can't fight it much longer
Something's trying to get out and it's never been closer
If my take-off fails, make up some other story
But if I never come back, tell my mother I'm sorry
[Instrumental Bridge]
You might also like[Refrain]
I cuh-nuh duh-wuh, you wuh-nuh scri-wih
Try-guh-duh do-wee, try to pun-stoo-wee
You wuh-nuh thinkin' that I wuh-luh do-wee
They be lovin' someone and I wuh-nuh stuh-wee
Take the next ticket to take the next train
Why would I do-wee, eh you wuh tun-tun na
I cuh-nuh duh-wuh, you wuh-nuh scri-wih
Try-guh-duh do-wee, try to pun-stoo-wee
You wuh-nuh thinkin' that I wuh-luh do-wee
They be lovin' someone and I wuh-nuh stuh-wee
Take the next ticket to take the next train
Why would I do-wee, eh you wuh tun-tun

[Bass Guitar Solo]

[Refrain]
I cuh-nuh duh-wuh, you wuh-nuh scri-wih
Try-guh-duh do-wee, try to pun-stoo-wee
You wuh-nuh thinkin' that I wuh-nuh do-wee
They be lovin' someone and I wuh-luh stuh-wee
Take the next ticket to take the next train
Why would I do-wee, eh you wuh tun-tun na

[Outro]
Baby, now I'm ready, moving on
Oh, but maybe I was ready all along
Oh, I'm ready for the moment and the sound
Oh, but maybe I was ready all along
Oh, baby, now I'm ready, moving on
Oh, but maybe I was ready all along
Oh, I'm ready for the moment and the sound
Oh, but maybe I was ready all along
Oh, baby140Embed",its always around me all this noise but not nearly as loud as the voice saying let it happen let it happen its gonna feel so good just let it happen let it happen  all this running around trying to cover my shadow a notion growing inside now all the others seem shallow all this running around bearing down on my shoulders i can hear an alarm must be morning  i heard about a whirlwind thats coming round its gonna carry off all that isnt bound and when it happens when it happens i wont be holding on so let it happen let it happen  all this running around i cant fight it much longer somethings trying to get out and its never been closer if my take off fails make up some other story but if i never come back tell my mother im sorry  you might also like i cuh nuh duh wuh you wuh nuh scri wih try guh duh do wee try to pun stoo wee you wuh nuh thinkin that i wuh luh do wee they be lovin someone and i wuh nuh stuh wee take the next ticket to take the next train why would i do wee eh you wuh tun tun na i cuh nuh duh wuh you wuh nuh scri wih try guh duh do wee try to pun stoo wee you wuh nuh thinkin that i wuh luh do wee they be lovin someone and i wuh nuh stuh wee take the next ticket to take the next train why would i do wee eh you wuh tun tun  i cuh nuh duh wuh you wuh nuh scri wih try guh duh do wee try to pun stoo wee you wuh nuh thinkin that i wuh nuh do wee they be lovin someone and i wuh luh stuh wee take the next ticket to take the next train why would i do wee eh you wuh tun tun na  baby now im ready moving on oh but maybe i was ready all along oh im ready for the moment and the sound oh but maybe i was ready all along oh baby now im ready moving on oh but maybe i was ready all along oh im ready for the moment and the sound oh but maybe i was ready all along oh baby
Tame Impala,Yes I’m Changing,"68 ContributorsTranslationsEspañolYes I’m Changing Lyrics[Verse 1]
I was raging, it was late
In the world my demons cultivate
I felt the strangest emotion but it wasn't hate for once
Yes, I'm changing, yes, I'm gone
Yes, I'm older, yes, I'm moving on
And if you don't think it's a crime, you can come along with me
Life is moving, can't you see?
There's no future left for you and me
I was hoping and I was searching endlessly
But baby, now there's nothing left that

[Chorus]
I can do
So don't be blue
There is another future waiting there for you

[Verse 2]
I saw it different, I must admit
I caught a glimpse, I'm going after it
They say people never change but that's bullshit, they do
Yes, I'm changing, can't stop it now
And even if I wanted, I wouldn't know how
Another version of myself I think I've found at last
And I can't always hide away
Curse indulgence and despise the fame
There is a world out there and it's calling my name
And it's calling yours, girl, it's calling
You might also like[Chorus]
Yours too
It's calling yours too
It's calling yours too
It's calling yours too

[Outro]
It's callin' out for you
Arise and walk on through (Time rolls on)
The world beyond that door
Is callin' out for you (Time rolls on)
Arise and walk on through
It's callin' out for you (Listen to it call)
Arise and walk, come through
The world beyond that door (Listen to it call)
Is callin' out for you67Embed",i was raging it was late in the world my demons cultivate i felt the strangest emotion but it wasnt hate for once yes im changing yes im gone yes im older yes im moving on and if you dont think its a crime you can come along with me life is moving cant you see theres no future left for you and me i was hoping and i was searching endlessly but baby now theres nothing left that  i can do so dont be blue there is another future waiting there for you  i saw it different i must admit i caught a glimpse im going after it they say people never change but thats bullshit they do yes im changing cant stop it now and even if i wanted i wouldnt know how another version of myself i think ive found at last and i cant always hide away curse indulgence and despise the fame there is a world out there and its calling my name and its calling yours girl its calling you might also like yours too its calling yours too its calling yours too its calling yours too  its callin out for you arise and walk on through time rolls on the world beyond that door is callin out for you time rolls on arise and walk on through its callin out for you listen to it call arise and walk come through the world beyond that door listen to it call is callin out for you
Tame Impala,Feels Like We Only Go Backwards,"42 ContributorsTranslationsTürkçeEspañolFeels Like We Only Go Backwards Lyrics[Chorus]
It feels like I only go backwards, baby
Every part of me says, ""Go ahead""
I got my hopes up again, oh no, not again
Feels like we only go backwards, darling

[Verse 1]
I know that you think you sound silly when you call my name
But I hear it inside my head all day
When I realise I'm just holding on to the hope that maybe
Your feelings don't show

[Chorus]
It feels like I only go backwards, baby
Every part of me says, ""Go ahead""
I got my hopes up again, oh no, not again
Feels like we only go backwards, darling

[Verse 2]
The seed of all this indecision isn't me, oh no
'Cause I decided long ago
But that's the way it seems to go
When trying so hard to get to something real
It feels

[Chorus]
It feels like I only go backwards, darling
Every part of me says, ""Go ahead""
I got my hopes up again, oh no, not again
Feels like we only go backwards, darling
It feels like I only go backwards, baby
Every part of me says, ""Go ahead""
I got my hopes up again, oh no, not again
Feels like we only go backwards, darling
It feels like I only go backwards, baby
Every part of me says, ""Go ahead""
I got my hopes up again, oh no, not again
Feels like we only go backwards, darlingYou might also like79Embed",it feels like i only go backwards baby every part of me says go ahead i got my hopes up again oh no not again feels like we only go backwards darling  i know that you think you sound silly when you call my name but i hear it inside my head all day when i realise im just holding on to the hope that maybe your feelings dont show  it feels like i only go backwards baby every part of me says go ahead i got my hopes up again oh no not again feels like we only go backwards darling  the seed of all this indecision isnt me oh no cause i decided long ago but thats the way it seems to go when trying so hard to get to something real it feels  it feels like i only go backwards darling every part of me says go ahead i got my hopes up again oh no not again feels like we only go backwards darling it feels like i only go backwards baby every part of me says go ahead i got my hopes up again oh no not again feels like we only go backwards darling it feels like i only go backwards baby every part of me says go ahead i got my hopes up again oh no not again feels like we only go backwards darlingyou might also like
Tame Impala,Borderline,"79 ContributorsTranslationsTürkçeEspañolTame Impala - Borderline (Tradução em Português)ItalianoBorderline Lyrics[Verse 1]
Gone a little far
Gone a little far this time with something
How was I to know?
How was I to know this high came rushing?

[Chorus]
We're on the borderline
Dangerously fine and unforgiven
Possibly a sign
I'm gonna have the strangest night on Sunday

[Verse 2]
Here I go
Quite a show for a loner in L.A.​
I wonder how I managed to end up in this place
Where I couldn't get away

[Chorus]
We're on the borderline (Ooh)
Caught between the tides of pain and rapture
Then I saw the time
Watched it speedin' by like a train
Like a train

[Refrain]
Will I be known and loved?
Is there one that I trust?
Starting to sober up
Has it been long enough?
Will I be known and loved?
Little closer, close enough
I'm a loser, loosen up
Setting free, must be tough
Will I be known and loved?
Is there one that I trust?
Starting to sober up
Has it been long enough?
Will I be so in love?
Any closer? Close enough
Shout out to what is done
R.I.P., here comes the sun
(Comes the sun)
You might also like[Verse 3]
Gone a little far
Gone a little far this time with something
Rudi said it's fine
They used to do this all the time in college (If you and I get comfortable)

[Chorus]
And we're on the borderline (Ooh)
Caught between the tides of pain and rapture
Then I saw the time
Watched it speedin' by like a train

[Refrain]
Will I be known and loved?
Is there one that I trust?
Starting to sober up
Has it been long enough?
Will I be known and loved?
Little closer, close enough
I'm a loser, loosen up
Setting free, must be tough
Will I be known and loved?
Is there one that I trust?
Starting to sober up
Has it been long enough?
Will I be so in love?
Any closer? Close enough
Shout out to what is done
R.I.P., here comes the sun
(Comes the sun)15Embed",gone a little far gone a little far this time with something how was i to know how was i to know this high came rushing were on the borderline dangerously fine and unforgiven possibly a sign im gonna have the strangest night on sunday  here i go quite a show for a loner in l.a. i wonder how i managed to end up in this place where i couldnt get away  were on the borderline ooh caught between the tides of pain and rapture then i saw the time watched it speedin by like a train like a train  will i be known and loved is there one that i trust starting to sober up has it been long enough will i be known and loved little closer close enough im a loser loosen up setting free must be tough will i be known and loved is there one that i trust starting to sober up has it been long enough will i be so in love any closer close enough shout out to what is done r.i.p. here comes the sun comes the sun you might also like gone a little far gone a little far this time with something rudi said its fine they used to do this all the time in college if you and i get comfortable and were on the borderline ooh caught between the tides of pain and rapture then i saw the time watched it speedin by like a train  will i be known and loved is there one that i trust starting to sober up has it been long enough will i be known and loved little closer close enough im a loser loosen up setting free must be tough will i be known and loved is there one that i trust starting to sober up has it been long enough will i be so in love any closer close enough shout out to what is done r.i.p. here comes the sun comes the sun
Tame Impala,Borderline (Single Version),"85 ContributorsTranslationsEspañolPortuguêsBorderline (Single Version) Lyrics[Intro]
Ah

[Verse 1]
Gone a little far
Gone a little far this time for something
How was I to know?
How was I to know? This high came rushing

[Refrain]
We're on the borderline
Caught between the tides of pain and rapture
Possibly a sign
I'm gonna have the strangest night on Sunday

[Verse 2]
There I go
Quite a show for a loner in L.A.​
Askin' how I managed to end up in this place
And I couldn't get away

[Refrain]
We're on the borderline
Dangerously far and all forgiven
There's gonna be a fight
Gonna be a price to pay on Monday (If you and I get comfortable)
We're on the borderline (On the borderline)
Caught between the tides of pain and rapture
Then I saw the time (Then I saw the time)
Watched it speedin' by like a train, like a train
You might also like[Chorus]
Will I be known and loved?
Is there one that I trust?
Starting to sober up
Has it been long enough?
Will I be known and loved?
Little closer, close enough
I'm a loser, loosen up
Setting free, must be tough
Will I be known and loved?
Is there one that I trust?
If there's room, room for doubt
As within, as without ya
Will I be so in love?
Any closer? Close enough
Shout out to what is done
R.I.P., here comes the sun
Here comes the sun

[Verse 3]
Gone a little far
Gone a little far this time with something
How could I have known?
How was I to know? This high came rushing
I said, ""Come with me outside""
I need to clear my mind, this weight is crushing
Do you see the light, oh
Coming from their eyes? Oh no
And I couldn't get away
[Refrain]
We're on the borderline (Ooh)
Gets me every time, these close encounters
Just to know I can (Just to know I can)
Once again, I am alone

[Chorus]
Will I be known and loved?
Is there one that I trust?
Starting to sober up
Has it been long enough?
Will I be known and loved?
Little closer, close enough
I'm a loser, loosen up
Setting free, must be tough (I was fine without ya)
Will I be known and loved?
L.A. really messed me up
And it isn't cut and dry
Conversation, well, I tried (I was fine without ya)
Will I be? Stay right here
Any closer? Bad idea
Shout out to what is done
R.I.P., here comes the sun (I was fine without ya)
Will I be known and loved?
Is there one that I trust?
Starting to sober up
Has it been long enough?31Embed",ah  gone a little far gone a little far this time for something how was i to know how was i to know this high came rushing  were on the borderline caught between the tides of pain and rapture possibly a sign im gonna have the strangest night on sunday  there i go quite a show for a loner in l.a. askin how i managed to end up in this place and i couldnt get away  were on the borderline dangerously far and all forgiven theres gonna be a fight gonna be a price to pay on monday if you and i get comfortable were on the borderline on the borderline caught between the tides of pain and rapture then i saw the time then i saw the time watched it speedin by like a train like a train you might also like will i be known and loved is there one that i trust starting to sober up has it been long enough will i be known and loved little closer close enough im a loser loosen up setting free must be tough will i be known and loved is there one that i trust if theres room room for doubt as within as without ya will i be so in love any closer close enough shout out to what is done r.i.p. here comes the sun here comes the sun  gone a little far gone a little far this time with something how could i have known how was i to know this high came rushing i said come with me outside i need to clear my mind this weight is crushing do you see the light oh coming from their eyes oh no and i couldnt get away  were on the borderline ooh gets me every time these close encounters just to know i can just to know i can once again i am alone  will i be known and loved is there one that i trust starting to sober up has it been long enough will i be known and loved little closer close enough im a loser loosen up setting free must be tough i was fine without ya will i be known and loved l.a. really messed me up and it isnt cut and dry conversation well i tried i was fine without ya will i be stay right here any closer bad idea shout out to what is done r.i.p. here comes the sun i was fine without ya will i be known and loved is there one that i trust starting to sober up has it been long enough
Tame Impala,Eventually,"54 ContributorsTranslationsFrançaisEspañolTürkçeItalianoEventually Lyrics[Verse 1]
If only there could be another way to do this
'Cause it feels like murder to put your heart through this
I know I always said that I could never hurt you
Well, this is the very very last time I'm ever going to, ah

[Chorus]
But I know that I'll be happier and I know you will too
Said, I know that I'll be happier and I know you will too
Eventually, ah-ah-ah-ah-ah
Eventually, ah-ah-ah-ah-ah

[Verse 2]
Wish I could turn you back into a stranger
'Cause if I was never in your life, you wouldn't have to change it, ah

[Chorus]
But I know that I'll be happier and I know you will too
I said, I know that I'll be happier and I know you will too
Eventually, ah-ah-ah-ah-ah
Eventually, ah-ah-ah-ah-ah
And I know just what I've got to do and it's got to be soon
'Cause I know that I'll be happier and I know you will too
Eventually, ah-ah-ah-ah-ah
Eventually, ah-ah-ah-ah-ah
Eventually, ah-ah-ah-ah-ah
Eventually, ooh-ah-ah
Eventually, ah-ah-ah-ah-ah
Eventually, ah-ah-ah-ah-ah
Eventually
(Eventually)
You might also like[Instrumental Outro]63Embed",if only there could be another way to do this cause it feels like murder to put your heart through this i know i always said that i could never hurt you well this is the very very last time im ever going to ah  but i know that ill be happier and i know you will too said i know that ill be happier and i know you will too eventually ah ah ah ah ah eventually ah ah ah ah ah  wish i could turn you back into a stranger cause if i was never in your life you wouldnt have to change it ah  but i know that ill be happier and i know you will too i said i know that ill be happier and i know you will too eventually ah ah ah ah ah eventually ah ah ah ah ah and i know just what ive got to do and its got to be soon cause i know that ill be happier and i know you will too eventually ah ah ah ah ah eventually ah ah ah ah ah eventually ah ah ah ah ah eventually ooh ah ah eventually ah ah ah ah ah eventually ah ah ah ah ah eventually eventually you might also like
Tame Impala,’Cause I’m a Man,"91 ContributorsTranslationsEspañol’Cause I’m a Man Lyrics[Verse 1]
Like the brutal morning sun
It dawns on me, what have I done?
Saying sorry ain't as good as saying why
But it buys me a little more time
Lost in the moment for the second time
Each fuck up that I make, that makes you cry
I'm as pathetic, as the reason why
In desperation, all that you can do is ask me why

[Chorus]
‘Cause I'm a man, woman
Don't always think before I do
‘Cause I'm a man, woman
That's the only answer I got for you (Uh)
‘Cause I'm a man, woman
Not often proud of what I choose
I'm a human, woman
A greater force I answer to

[Verse 2]
Once again, as it takes a hold
I am aware, not in control
You see, I have a conscience and it's never fooled
But it's prone to be overruled
You wanna know why I always think I’m right?
(Why?) You never accept defeat and let it slide
(Why?) I have no voice if I don’t speak my mind
(Why?) My weakness is the source of all my pride
I'll tell you why
You might also like[Chorus]
‘Cause I'm a man, woman
Don't always think before I do
‘Cause I'm a man, woman
It's the only answer I got for you (Uh)
‘Cause I'm a man, woman
Not often proud of what I choose
I'm a human, woman
A greater force I answer to
I'll never be as strong as you
I'm a human, human
A greater force I answer to (Uh)61Embed",like the brutal morning sun it dawns on me what have i done saying sorry aint as good as saying why but it buys me a little more time lost in the moment for the second time each fuck up that i make that makes you cry im as pathetic as the reason why in desperation all that you can do is ask me why  ‘cause im a man woman dont always think before i do ‘cause im a man woman thats the only answer i got for you uh ‘cause im a man woman not often proud of what i choose im a human woman a greater force i answer to  once again as it takes a hold i am aware not in control you see i have a conscience and its never fooled but its prone to be overruled you wanna know why i always think i’m right  why  you never accept defeat and let it slide why  i have no voice if i don’t speak my mind why  my weakness is the source of all my pride ill tell you why you might also like ‘cause im a man woman dont always think before i do ‘cause im a man woman its the only answer i got for you uh ‘cause im a man woman not often proud of what i choose im a human woman a greater force i answer to ill never be as strong as you im a human human a greater force i answer to uh
Tame Impala,Posthumous Forgiveness,"86 ContributorsTranslationsTürkçeEspañolItalianoTame Impala - Posthumous Forgiveness (Tradução em Português)Posthumous Forgiveness Lyrics[Part I]

[Verse 1]
Ever since I was a small boy
No one else compared to you, no way
I always thought heroes stayed close
Whenever troubled times arose
I didn't know
Ain't always how it goes

[Verse 2]
Every single word you told me
I believed without a question, always
To save all of us, you told us both to trust
But now I know you only saved yourself

[Chorus]
Did you think I'd never know?
Never wise up as I grow?

[Instrumental]

[Bridge]
And you could store an ocean in the holes
In any of the explanations that you gave
And while you still had time, you had a chance
But you decided to take all your sorrys to the grave
You might also like[Chorus]
Did you think I'd never know?
Never wise up as I grow?
Did you hope I'd never doubt?
Never one day work it out?
[Part II]

[Verse 3]
You were runnin' for cover
Doin' like any other
Fallin' out with a lover
You didn't know that I suffered
What a thing to discover
If there was time to recover
One-on-one with each other
Just a boy and a father
What I'd give for another
Everything that I have
Wouldn't need this for long
Never speak of the time
That you left us alone
Me and Steve on our own

[Refrain]
I wanna tell you 'bout the time
Wanna tell you 'bout my life
Wanna play you all my songs
Learn the words, sing along
[Verse 4]
(This time) Wanna tell you 'bout the time
(I know) I was in Abbey Road
Or the time that I had
Mick Jagger on the phone
I thought of you when we spoke

[Refrain]
Wanna tell you 'bout the time
Wanna tell you 'bout my life
Wanna play you all my songs
Hear your voice sing along

[Verse 5]
(This time) I wanna say, ""It's all right""
(I know) You're just a man after all
And I know you had demons
I got some of my own
I think you passed them along

[Refrain]
Wanna tell you 'bout the time
Wanna tell you 'bout my life
Wanna play you all my songs
And hear your voice sing along49Embed",ever since i was a small boy no one else compared to you no way i always thought heroes stayed close whenever troubled times arose i didnt know aint always how it goes  every single word you told me i believed without a question always to save all of us you told us both to trust but now i know you only saved yourself  did you think id never know never wise up as i grow  and you could store an ocean in the holes in any of the explanations that you gave and while you still had time you had a chance but you decided to take all your sorrys to the grave you might also like did you think id never know never wise up as i grow did you hope id never doubt never one day work it out  you were runnin for cover doin like any other fallin out with a lover you didnt know that i suffered what a thing to discover if there was time to recover one on one with each other just a boy and a father what id give for another everything that i have wouldnt need this for long never speak of the time that you left us alone me and steve on our own  i wanna tell you bout the time wanna tell you bout my life wanna play you all my songs learn the words sing along  this time wanna tell you bout the time i know i was in abbey road or the time that i had mick jagger on the phone i thought of you when we spoke  wanna tell you bout the time wanna tell you bout my life wanna play you all my songs hear your voice sing along this time i wanna say its all right i know youre just a man after all and i know you had demons i got some of my own i think you passed them along  wanna tell you bout the time wanna tell you bout my life wanna play you all my songs and hear your voice sing along
Tame Impala,Love/Paranoia,"48 ContributorsTranslationsEspañolLove/Paranoia Lyrics[Verse 1]
I may not be as honest as I ought to be
Now that, when the walls go up
I said it didn't worry me but it hit me like an arrow
Babe, to know, I could just be paranoid
Won't quell the desire to know what was really going on
""Does it really fucking matter, babe?"" is all you can ask me
Okay, fair play, here we go

[Verse 2]
I've heard those words before
Are you sure it was nothing
'Cause it made me feel like dying inside
Never thought I was insecure, but it's pure
Didn't notice until I was in love for real
Am I really gonna cross the line
Just to find what you're typing?
If only I could read your mind
Ooh, I'd be fine, I'd be normal
But now’s my time, gonna do it

[Verse 3]
And suddenly I'm the phony one
The only one with a problem
True love is bringing it out of me
The worst in me, and I know now
Do you remember the time we were
The time we were by the ocean?
I didn't care if it was day or night
The world was right where I wanted
You might also like[Outro]
Girl, I'm sorry
Babe, I'm really, really sorry50Embed",i may not be as honest as i ought to be now that when the walls go up i said it didnt worry me but it hit me like an arrow babe to know i could just be paranoid wont quell the desire to know what was really going on does it really fucking matter babe is all you can ask me okay fair play here we go  ive heard those words before are you sure it was nothing cause it made me feel like dying inside never thought i was insecure but its pure didnt notice until i was in love for real am i really gonna cross the line just to find what youre typing if only i could read your mind ooh id be fine id be normal but now’s my time gonna do it  and suddenly im the phony one the only one with a problem true love is bringing it out of me the worst in me and i know now do you remember the time we were the time we were by the ocean i didnt care if it was day or night the world was right where i wanted you might also like girl im sorry babe im really really sorry
Tame Impala,Lost In Yesterday,"67 ContributorsTranslationsEspañolPortuguêsLost In Yesterday Lyrics[Verse 1]
When we were livin' in squalor, wasn't it Heaven?
Back when we used to get on it four out of seven
Now even though that was a time I hated from day one
Eventually, terrible memories turn into great ones

[Pre-Chorus]
So if they call you, embrace them
If they hold you, erase them

[Chorus]
'Cause it might've been somethin', who's to say?
Does it help to get lost in yesterday?
And you might've missed somethin', don't say
'Cause it has to be lost in yesterday
And you're gonna have to let it go someday
You've been diggin' it up like Groundhog Day
'Cause it might've been somethin', don't say
'Cause it has to be lost in yesterday

[Verse 2]
Matty said life didn't go the way that he planned it
Said, ""Oh, what I'd give to start over, boy, I'd command it
So, what was I ever afraid of? Why did I worry?
And why was I ever so brainless? Head in a flurry""
You might also like[Pre-Chorus]
'Cause if they call you, embrace them
If they stall you, erase them

[Chorus]
'Cause it might've been somethin', who's to say?
Does it help to get lost in yesterday?
And you might've missed somethin', don't say
'Cause it has to be lost in yesterday
And you're gonna have to let it go someday
You've been diggin' it up like Groundhog Day
'Cause it might've been somethin', don't say
'Cause it has to get lost in yesterday

[Refrain]
If it calls you, embrace it
If it haunts you, face it

[Bridge]
I know it's mad, I understand
It's only Snakes and Ladders
The myriad you never had
There's only one that matters

[Outro]
And if it calls you, embrace it
If it holds you, erase it
Replace it16Embed",when we were livin in squalor wasnt it heaven back when we used to get on it four out of seven now even though that was a time i hated from day one eventually terrible memories turn into great ones  so if they call you embrace them if they hold you erase them  cause it mightve been somethin whos to say does it help to get lost in yesterday and you mightve missed somethin dont say cause it has to be lost in yesterday and youre gonna have to let it go someday youve been diggin it up like groundhog day cause it mightve been somethin dont say cause it has to be lost in yesterday  matty said life didnt go the way that he planned it said oh what id give to start over boy id command it so what was i ever afraid of why did i worry and why was i ever so brainless head in a flurry you might also like cause if they call you embrace them if they stall you erase them  cause it mightve been somethin whos to say does it help to get lost in yesterday and you mightve missed somethin dont say cause it has to be lost in yesterday and youre gonna have to let it go someday youve been diggin it up like groundhog day cause it mightve been somethin dont say cause it has to get lost in yesterday  if it calls you embrace it if it haunts you face it  i know its mad i understand its only snakes and ladders the myriad you never had theres only one that matters  and if it calls you embrace it if it holds you erase it replace it
