artist,title,lyrics
Taylor Swift,Don’t Blame Me,"118 ContributorsTranslationsPolskiPolskiРусскийFrançaisTürkçeEspañolHrvatskiPortuguêsItalianoMagyarDeutschDon’t Blame Me Lyrics[Intro]
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Lord, save me, my drug is my baby
I'll be usin' for the rest of my life

[Verse 1]
I've been breakin' hearts a long time
And toyin' with them older guys
Just playthings for me to use
Somethin' happened for the first time
In the darkest little paradise
Shaking, pacin', I just need you

[Pre-Chorus]
For you, I would cross the line
I would waste my time, I would lose my mind
They say, ""She's gone too far this time""

[Chorus]
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Lord, save me, my drug is my baby
I'll be usin' for the rest of my life
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Oh Lord, save me, my drug is my baby
I'll be usin' for the rest of my life
See Taylor Swift LiveGet tickets as low as $72You might also like[Verse 2]
My name is whatever you decide and
I'm just gonna call you mine
I'm insane, but I'm your baby (Your baby)
Echoes (Echoes) of your name inside my mind
Halo hidin' my obsession
I once was poison ivy, but now, I'm your daisy

[Pre-Chorus]
And, baby, for you, I (I) would (Would) fall from grace
Just (Just) to (To) touch your face, if (If) you (You) walk away
I'd beg ya on my knees to stay

[Chorus]
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Lord, save me, my drug is my baby
I'll be usin' for the rest of my life (Yeah, ooh)
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Oh Lord, save me, my drug is my baby
I'll be usin' for the rest of my life

[Bridge]
I get so high, oh
Every time you're, every time you're lovin' me
You're lovin' me
Trip of my life, oh
Every time you're, every time you're touchin' me
You're touchin' me
Every time you're, every time you're lovin' me
[Breakdown]
Oh Lord, save me, my drug is my baby
I'll be usin' for the rest of my life
(Usin' for the rest of my life, oh, woah)

[Chorus]
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right (Doin' it right, no)
Lord, save me, my drug is my baby
I'll be usin' for the rest of my life (Oh)
Don't blame me, love made me crazy (Ooh)
If it doesn't, you ain't doin' it right (You ain't doin', babe)
Oh Lord, save me, my drug is my baby
I'll be usin' for the rest of my life (I'll be usin', I'll be usin')

[Outro]
I get so high, oh
Every time you're, every time you're lovin' me
You're lovin' me
Oh Lord, save me, my drug is my baby
I'll be usin' for the rest of my life98Embed"
Taylor Swift,The Archer,"155 ContributorsTranslationsTürkçeSvenskaРусскийDeutschEuskaraEspañolHrvatskiPortuguêsPolskiItalianoFrançaisNederlandsDanskThe Archer Lyrics[Verse 1]
Combat, I'm ready for combat
I say I don't want that, but what if I do?
'Cause cruelty wins in the movies
I've got a hundred thrown-out speeches I almost said to you

[Pre-Chorus]
Easy they come, easy they go
I jump from the train, I ride off alone
I never grew up, it's getting so old
Help me hold on to you

[Chorus]
I've been the archer, I've been the prey
Who could ever leave me, darling
But who could stay?

[Verse 2]
Dark side, I search for your dark side
But what if I'm alright, right, right, right here?
And I cut off my nose just to spite my face
Then I hate my reflection for years and years

[Pre-Chorus]
I wake in the night, I pace like a ghost
The room is on fire, invisible smoke
And all of my heroes die all alone
Help me hold on to you
See Taylor Swift LiveGet tickets as low as $72You might also like[Chorus]
I've been the archer, I've been the prey
Screaming, who could ever leave me, darling
But who could stay?
(I see right through me, I see right through me)

[Bridge]
'Cause they see right through me
They see right through me
They see right through
Can you see right through me?
They see right through
They see right through me
I see right through me
I see right through me

[Pre-Chorus]
All the king's horses, all the king's men
Couldn't put me together again
'Cause all of my enemies started out friends
Help me hold on to you

[Chorus]
I've been the archer, I've been the prey
Who could ever leave me, darling
But who could stay?
(I see right through me, I see right through me)
Who could stay?
Who could stay?
Who could stay?
You could stay
You could stay
[Outro]
Combat, I'm ready for combat77Embed"
Taylor Swift,The Manuscript,"125 ContributorsTranslationsСрпскиEspañolPortuguêsفارسیItalianoFrançaisالعربيةTürkçeDeutschNorsk (bokmål / riksmål)PolskiThe Manuscript Lyrics[Verse 1]
Now and then, she rereads the manuscript
Of the entire torrid affair
They compared their licenses
He said, ""I'm not a donor but
I'd give you my heart if you needed it""
She rolled her eyes and said
""You're a professional""
He said, ""No, just a good samaritan""
He said that if the sex was half as good as the conversation was
Soon, they'd be pushin' strollers
But, soon, it was over

[Verse 2]
In the age of him, she wished she was thirty
And made coffee every morning in a Frеnch press
Afterwards, she only atе kids' cereal
And couldn't sleep unless it was in her mother's bed
Then she dated boys who were her own age
With dart boards on the backs of their doors
She thought about how he said since she was so wise beyond her years
Everything had been above board
She wasn't sure

[Bridge]
And the years passed like scenes of a show
The professor said to write what you know
Lookin' backwards might be the only way to move forward
Then the actors were hitting their marks
And the slow dance was alight with the sparks
And the tears fell in synchronicity with the score
And at last, she knew what the agony had been for
See Taylor Swift LiveGet tickets as low as $72You might also like[Outro]
The only thing that's left is the manuscript
One last souvenir from my trip to your shores
Now and then, I reread the manuscript
But the story isn't mine anymore6Embed"
Taylor Swift,The Man,"127 ContributorsTranslationsBosanskiTürkçeРусскийSvenskaEspañolСрпскиPortuguêsPolskiItalianoDeutschFrançaisThe Man Lyrics[Verse 1]
I would be complex, I would be cool
They'd say I played the field before I found someone to commit to
And that would be okay for me to do
Every conquest I had made would make me more of a boss to you

[Pre-Chorus]
I’d be a fearless leader, I'd be an alpha type
When everyone believes ya, what's that like?

[Chorus]
I’m so sick of running as fast as I can
Wonderin' if I'd get there quicker if I was a man
And I'm so sick of them comin' at me again
'Cause if I was a man, then I'd be the man
I'd be the man (Man)
I’d be the man (Man)

[Verse 2]
They’d say I hustled, put in the work
They wouldn't shake their heads and question how much of this I deserve
What I was wearing, if I was rude
Could all be separated from my good ideas and power moves

[Pre-Chorus]
And they would toast to me, oh (Ayy), let the players play
I’d be just like Leo in Saint-Tropez
See Taylor Swift LiveGet tickets as low as $72You might also like[Chorus]
I'm so sick of running as fast as I can
Wonderin' if I'd get there quicker if I was a man
And I’m so sick of them comin' at me again
'Cause if I was a man, then I'd be the man
I'd be the man (Man)
I'd be the man (Man)

[Bridge]
What's it like to brag about raking in dollars
And getting bitches and models?
And it's all good if you're bad
And it's okay if you're mad
If I was out flashin' my dollars
I'd be a bitch, not a baller
They'd paint me out to be bad
So it's okay that I'm mad

[Chorus]
I'm so sick of running as fast as I can
Wonderin' if I'd get there quicker if I was a man (You know that)
And I'm so sick of them comin' at me again (Comin' at me again)
'Cause if I was a man (If I was a man), then I'd be the man (Then I'd be the man)
I'm so sick of running as fast as I can (As fast as I can)
Wonderin' if I'd get there quicker if I was a man (Hey)
And I'm so sick of them comin' at me again (Comin' at me again)
'Cause if I was a man (If I was a man), then I'd be the man
I'd be the man (Man)
I'd be the man (Man, oh)
I'd be the man (Man, yeah)
I'd be the man (Man, I'd be the man)
[Outro]
If I was a man
Then I'd be the man82Embed"
Taylor Swift,Daylight,"141 ContributorsTranslationsTürkçeУкраїнськаSvenskaDeutschРусскийEspañolHrvatskiPortuguêsPolskiItalianoFrançaisDaylight Lyrics[Verse 1]
My love was as cruel as the cities I lived in
Everyone looked worse in the light
There are so many lines that I've crossed unforgiven
I'll tell you the truth but never goodbye

[Chorus]
I don't wanna look at anything else now that I saw you
I don't wanna think of anything else now that I thought of you
I've been sleepin' so long in a twenty-year dark night
And now I see daylight, I only see daylight

[Verse 2]
Luck of the draw only draws the unlucky
And so I became the butt of the joke
I wounded the good and I trusted the wicked
Clearin' the air, I breathed in the smoke

[Pre-Chorus]
Maybe you ran with the wolves and refused to settle down
Maybe I've stormed out of every single room in this town
Threw out our cloaks and our daggers because it's morning now
It's brighter now, now

[Chorus]
I don't wanna look at anything else now that I saw you
(I can never look away)
I don't wanna think of anything else now that I thought of you
(Things will never be the same)
I've been sleepin' so long in a twenty-year dark night
(Now I'm wide awake)
And now I see daylight (Daylight), I only see daylight (Daylight)
See Taylor Swift LiveGet tickets as low as $72You might also like[Post-Chorus]
I only see daylight, daylight, daylight, daylight
I only see daylight, daylight, daylight, daylight

[Bridge]
And I can still see it all (In my mind)
All of you, all of me (Intertwined)
I once believed love would be (Black and white)
But it's golden (Golden)
And I can still see it all (In my head)
Back and forth from New York (Sneakin' in your bed)
I once believed love would be (Burnin' red)
But it's golden
Like daylight, like daylight
Like daylight, daylight

[Chorus]
I don't wanna look at anything else now that I saw you
(I can never look away)
And I don't wanna think of anything else now that I thought of you
(Things will never be the same)
I've been sleepin' so long in a twenty-year dark night
(Now I'm wide awake)
And now I see daylight (I see daylight), I only see daylight (Ah)

[Post-Chorus]
I only see daylight, daylight, daylight, daylight
I only see daylight, daylight, daylight, daylight (Ah)
(And I can still see it all)
I only see daylight, daylight, daylight, daylight
(And I can still see it all, back and forth from New York)
I only see daylight, daylight, daylight, daylight
(I once believed love would be burning red)
[Outro]
Like daylight
It's golden like daylight
You gotta step into the daylight and let it go
Just let it go, let it go
[Spoken Outro]
I wanna be defined by the things that I love
Not the things I hate
Not the things I'm afraid of, I'm afraid of
Or the things that haunt me in the middle of the night
I, I just think that
You are what you love63Embed"
Taylor Swift,Dress,"126 ContributorsTranslationsPolskiРусскийFrançaisTürkçeEspañolPortuguêsItalianoDeutschDress Lyrics[Verse 1]
Our secret moments in a crowded room
They got no idea about me and you
There is an indentation in the shape of you
Made your mark on me, a golden tattoo

[Pre-Chorus]
All of this silence and patience, pining and anticipation
My hands are shakin' from holdin’ back from you, ha, ah, ah
All of this silence and patience, pining and desperately waitin'
My hands are shakin' from all this, ah, ha, ha, ha-ah

[Chorus]
Say my name and everything just stops
I don’t want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha, ha-ah
Carve your name into my bedpost
'Cause I don't want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha, ha-ah

[Verse 2]
Inescapable, I'm not even gonna try
And if I get burned, at least we were electrified
I'm spillin' wine in the bathtub
You kiss my face and we're both drunk
Everyone thinks that they know us
But they know nothin' about
See Taylor Swift LiveGet tickets as low as $72You might also like[Pre-Chorus]
All of this silence and patience, pining and anticipation
My hands are shakin’ from holdin’ back from you, ha, ah, ah
All of this silence and patience, pining and desperately waitin'
My hands are shakin’ from all this, ah, ha, ha, ha-ah

[Chorus]
Say my name and everything just stops
I don't want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha, ha-ah
Carve your name into my bedpost
'Cause I don't want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha

[Post-Chorus]
Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah
Only bought this dress so you could take it off
Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah
Only bought this dress so you could take it off

[Bridge]
Flashback when you met me
Your buzzcut and my hair bleached
Even in my worst times
You could see the best in me
Flashback to my mistakes
My rebounds, my earthquakes
Even in my worst lies
You saw the truth in me
And I woke up just in time
Now I wake up by your side
My one and only, my lifeline
I woke up just in time
Now I wake up by your side
My hands shake, I can’t explain this, ah, ha, ha, ha-ah
[Chorus]
Say my name and everything just stops
I don't want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha, ha-ah
Carve your name into my bedpost
'Cause I don't want you like a best friend
Only bought this dress so you could take it off
Take it off, ha, ha, ha-ah

[Outro]
There is an indentation in the shape of you
(Only bought this dress so you could take it off)
You made your mark on me, golden tattoo
(Only bought this dress so you could take it off)58Embed"
Taylor Swift,​mad woman,"144 ContributorsTranslationsTürkçeEspañolСрпскиРусскийPortuguêsفارسیItalianoMagyarDeutschFrançaisΕλληνικάSvenskaУкраїнськаPolskiSlovenščinaNederlands​mad woman Lyrics[Verse 1]
What did you think I'd say to that?
Does a scorpion sting when fighting back?
They strike to kill, and you know I will
You know I will
What do you sing on your drive home?
Do you see my face in the neighbor's lawn?
Does she smile?
Or does she mouth, ""Fuck you forever""?

[Pre-Chorus]
Every time you call me crazy, I get more crazy
What about that?
And when you say I seem angry, I get more angry

[Chorus]
And there's nothing like a mad woman
What a shame she went mad
No one likes a mad woman
You made her like that
And you'll poke that bear 'til her claws come out
And you find something to wrap your noose around
And there's nothing like a mad woman

[Verse 2]
Now I breathe flames each time I talk
My cannons all firin' at your yacht
They say, ""Move on,"" but you know I won't
And women like hunting witches too
Doing your dirtiest work for you
It's obvious that wanting me dead
Has really brought you two together
See Taylor Swift LiveGet tickets as low as $72You might also like[Pre-Chorus]
Every time you call me crazy, I get more crazy
What about that?
And when you say I seem angry, I get more angry

[Chorus]
And there's nothing like a mad woman
What a shame she went mad
No one likes a mad woman
You made her like that
And you'll poke that bear 'til her claws come out
And you find something to wrap your noose around
And there's nothing like a mad woman

[Bridge]
I'm taking my time, taking my time
'Cause you took everything from me
Watching you climb, watching you climb
Over people like me
The master of spin has a couple side flings
Good wives always know
She should be mad, should be scathing like me, but
No one likes a mad woman

[Outro]
What a shame she went mad
You made her like that44Embed"
Taylor Swift,Lavender Haze,"125 ContributorsTranslationsEspañolFrançaisPortuguês中文СрпскиMagyarItalianoУкраїнськаTürkçeNederlandsSvenskaDeutschMagyarΕλληνικάPolskiМонголРусскийLavender Haze Lyrics[Intro]
Meet me at midnight

[Verse 1]
Staring at the ceiling with you
Oh, you don't ever say too much
And you don't really read into
My melancholia

[Pre-Chorus]
I been under scrutiny (Yeah, oh, yeah)
You handle it beautifully (Yeah, oh, yeah)
All this shit is new to me (Yeah, oh, yeah)

[Chorus]
I feel
The lavender haze creeping up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze

[Verse 2]
All they keep asking me (All they keep asking me)
Is if I'm gonna be your bride
The only kinda girl they see (Only kinda girl they see)
Is a one-night or a wife
See Taylor Swift LiveGet tickets as low as $72You might also like[Pre-Chorus]
I find it dizzying (Yeah, oh, yeah)
They're bringing up my history (Yeah, oh, yeah)
But you weren't even listening (Yeah, oh, yeah)

[Chorus]
I feel
The lavender haze creepin' up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze

[Post-Chorus]
That lavender haze

[Bridge]
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk (Get it off my desk)
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk
[Chorus]
I feel (I feel)
The lavender haze creeping up on me
Surreal
I'm damned if I do give a damn what people say
No deal (No deal)
The 1950s shit they want from me
I just wanna stay in that lavender haze

[Outro]
Get it off your chest
Get it off my desk
That lavender haze
I just wanna stay
I just wanna stay in that lavender haze40Embed"
Taylor Swift,​hoax,"149 ContributorsTranslationsУкраїнськаTürkçeEspañolHrvatskiРусскийPortuguêsفارسیItalianoMagyarΕλληνικάDeutschFrançaisSvenskaPolskiSlovenščina​hoax Lyrics[Verse 1]
My only one
My smoking gun
My eclipsed sun
This has broken me down
My twisted knife
My sleepless night
My winless fight
This has frozen my ground

[Chorus]
Stood on the cliffside screaming, ""Give me a reason""
Your faithless love's the only hoax I believe in
Don't want no other shade of blue but you
No other sadness in the world would do

[Verse 2]
My best laid plan
Your sleight of hand
My barren land
I am ash from your fire

[Chorus]
Stood on the cliffside screaming, ""Give me a reason""
Your faithless love's the only hoax I believe in
Don't want no other shade of blue but you
No other sadness in the world would do
See Taylor Swift LiveGet tickets as low as $72You might also like[Bridge]
You know I left a part of me back in New York
You knew the hero died so what's the movie for?
You knew it still hurts underneath my scars
From when they pulled me apart
You knew the password so I let you in the door
You knew you won so what's the point of keeping score?
You knew it still hurts underneath my scars
From when they pulled me apart
But what you did was just as dark
(Ah, ah, ah)
Darling, this was just as hard
As when they pulled me apart

[Outro]
My only one
My kingdom come undone
My broken drum
You have beaten my heart
Don't want no other shade of blue but you
No other sadness in the world would do57Embed"
Taylor Swift,Wildest Dreams,"109 ContributorsTranslationsSlovenščinaDeutschFrançaisTürkçeEspañolPortuguêsPolski日本語MagyarWildest Dreams Lyrics[Verse 1]
He said, ""Let's get out of this town
Drive out of the city, away from the crowds""
I thought, ""Heaven can't help me now""
Nothing lasts forever
But this is gonna take me down

[Pre-Chorus]
He's so tall and handsome as hell
He's so bad, but he does it so well
I can see the end as it begins
My one condition is

[Chorus]
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha
Wildest dreams, ah, ha

[Verse 2]
I said, ""No one has to know what we do""
His hands are in my hair, his clothes are in my room
And his voice is a familiar sound
Nothin' lasts forever
But this is gettin' good now
See Taylor Swift LiveGet tickets as low as $72You might also like[Pre-Chorus]
He's so tall and handsome as hell
He's so bad, but he does it so well
And when we've had our very last kiss
My last request is

[Chorus]
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha
Wildest dreams, ah, ha
[Bridge]
You'll see me in hindsight
Tangled up with you all night
Burnin' it down
Someday, when you leave me
I bet these memories
Follow you around
You'll see me in hindsight
Tangled up with you all night
Burnin' (Burnin') it (It) down (Down)
Someday, when you leave me
I bet these memories
Follow (Follow) you (You) around
(Follow you around)
[Breakdown]
Say you'll remember me
Standing in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just pretend

[Chorus]
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your (Just pretend, just pretend)
Wildest dreams, ah, ha (Ah)
In your wildest dreams, ah, ha
Even if it's just in your
In your wildest dreams, ah, ha
In your wildest dreams, ah, ha277Embed"
Taylor Swift,"​no body, no crime","175 ContributorsTranslationsTürkçeEspañolСрпскиRomânăPortuguêsPolskiMagyarHebrewDeutschFrançaisفارسیNederlandsPolskiSvenskaРусскийУкраїнська​no body, no crime Lyrics[Intro: HAIM]
He did it
He did it

[Verse 1: Taylor Swift]
Este's a friend of mine
We meet up every Tuesday night for dinner and a glass of wine
Este's been losin' sleep
Her husband's actin' different and it smells like infidelity
She says, ""That ain't my Merlot on his mouth
That ain't my jewelry on our joint account""
No, there ain't no doubt
I think I'm gonna call him out

[Chorus: Taylor Swift & HAIM]
She says, ""I think he did it, but I just can't prove it""
I think he did it, but I just can't prove it
I think he did it, but I just can't prove it
No, no body, no crime
But I ain't lettin' up until the day I die

[Post-Chorus: HAIM]
No, no
I think he did it
No, no
He did it
See Taylor Swift LiveGet tickets as low as $72You might also like[Verse 2: Taylor Swift]
Este wasn't there Tuesday night at Olive Gardеn
At her job or anywhere
Hе reports his missing wife
And I noticed when I passed his house
His truck has got some brand new tires
And his mistress moved in
Sleeps in Este's bed and everything
No, there ain't no doubt
Somebody's gotta catch him out 'cause

[Chorus: Taylor Swift & HAIM]
I think he did it, but I just can't prove it (He did it)
I think he did it, but I just can't prove it (He did it)
I think he did it, but I just can't prove it
No, no body, no crime
But I ain't lettin' up until the day I die

[Post-Chorus: HAIM & Taylor Swift]
No, no
I think he did it
No, no
He did it

[Bridge: Taylor Swift & Danielle Haim]
Good thing my daddy made me get a boating license when I was fifteen
And I've cleaned enough houses to know how to cover up a scene
Good thing Este's sister's gonna swear she was with me (She was with me, dude)
Good thing his mistress took out a big life insurance policy
[Chorus: Taylor Swift]
They think she did it, but they just can't prove it
They think she did it, but they just can't prove it
She thinks I did it, but she just can't prove it

[Outro: Taylor Swift & HAIM]
No, no body, no crime
I wasn't lettin' up until the day he
No, no body, no crime
I wasn't lettin' up until the day he
No, no body, no crime
I wasn't lettin' up until the day he died81Embed"
Taylor Swift,I Did Something Bad,"169 ContributorsTranslationsPolskiРусскийTürkçeEspañolСрпскиPortuguêsItalianoMagyarDeutschFrançaisI Did Something Bad Lyrics[Verse 1]
I never trust a narcissist, but they love me
So I play 'em like a violin
And I make it look, oh, so easy
'Cause for every lie I tell them, they tell me three
This is how the world works
Now all he thinks about is me

[Pre-Chorus]
I can feel the flames on my skin
Crimson red paint on my lips
If a man talks shit, then I owe him nothin'
I don't regret it one bit 'cause he had it comin'

[Chorus]
They say I did somethin' bad
Then why's it feel so good?
They say I did somethin' bad
But why's it feel so good?
Most fun I ever had
And I'd do it over and over and over again if I could
It just felt so good, good

[Post-Chorus]
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
Da-da, da, da
See Taylor Swift LiveGet tickets as low as $72You might also like[Verse 2]
I never trust a playboy, but they love me
So I fly 'em all around the world
And I let them think they saved me
They never see it comin', what I do next
This is how the world works
You gotta leave before you get left

[Pre-Chorus]
I can feel the flames on my skin
He says, ""Don't throw away a good thing""
But if he drops my name, then I owe him nothin'
And if he spends my change, then he had it comin'

[Chorus]
They say I did somethin' bad (Da-da)
Then why's it feel so good?
They say I did somethin' bad
But why's it feel so good?
Most fun I ever had
And I'd do it over and over and over again if I could
It just felt so good, good

[Post-Chorus]
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
(It just felt so good)
Ra-di-di-di-di-di-di-di-di-di-da-da
Da-da, da, da
[Bridge]
They're burning all the witches, even if you aren't one
They got their pitchforks and proof, their receipts and reasons
They're burning all the witches, even if you aren't one
So light me up (Light me up), light me up (Light me up)
Light me up, go ahead and light me up (Light me up)
Light me up (Light me up), light me up (Light me up)
Light me up (Light me up), light me up

[Chorus]
They say I did somethin' bad (Oh)
Then why's it feel so good? (So good)
They say I did somethin' bad
But why's it feel so (Good) good?
Most fun I ever had (Most fun I ever had)
And I'd do it over and over and over again if I could
It just felt so good (Good), good

[Post-Chorus]
Ra-di-di-di-di-di-di-di-di-di-da-da (Bad)
Ra-di-di-di-di-di-di-di-di-di-da-da
Oh, they say I did somethin' bad (They say I did somethin' bad)
Ra-di-di-di-di-di-di-di-di-di-da-da
Then why's it feel so good, good?

[Outro]
So good (Bad), why's it feel so good?
Why's it feel, why's it feel so good? (Bad)
It just felt so good, good110Embed"
Taylor Swift,​epiphany,"103 ContributorsTranslationsفارسیTürkçeEspañolBosanskiРусскийPortuguêsМакедонскиItalianoMagyarDeutschΕλληνικάFrançaisУкраїнськаPolskiSlovenščina​epiphany Lyrics[Verse 1]
Keep your helmet, keep your life, son
Just a flesh wound, here's your rifle
Crawling up the beaches now
""Sir, I think he's bleeding out""
And some things you just can't speak about

[Chorus]
With you I serve, with you I fall down, down
Watch you breathe in, watch you breathing out, out

[Verse 2]
Something med school did not cover
Someone's daughter, someone's mother
Holds your hand through plastic now
""Doc, I think she's crashing out""
And some things you just can't speak about

[Bridge]
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen

[Chorus]
With you I serve, with you I fall down, down (Down)
Watch you breathe in, watch you breathing out, out
With you I serve (With you I serve), with you I fall down (Down), down (Down)
Watch you breathe in (Watch you breathe in), watch you breathing out (Out), out (Out)
See Taylor Swift LiveGet tickets as low as $72You might also like[Outro]
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen71Embed"
Taylor Swift,Chloe or Sam or Sophia or Marcus,"122 ContributorsTranslationsPortuguêsEspañolالعربيةFrançaisDeutschBosanskiNorsk (bokmål / riksmål)TürkçePolskiChloe or Sam or Sophia or Marcus Lyrics[Verse 1]
Your hologram stumbled into my apartment
Hands in the hair of somebody in darkness
Named Chloe or Sam or Sophia or Marcus
And I just watched it happen
As the decade would play us for fools
And you saw my bones out with somebody new
Who seemed like he would've bullied you in school
And you just watched it happen

[Chorus]
If you wanna break my cold, cold heart
Just say, ""I loved you the way that you were""
If you wanna tear my world apart
Just say you've always wondered

[Verse 2]
You said some things that I can't unabsorb
You turned me into an idea of sorts
You needed me, but you needed drugs more
And I couldn't watch it happen
I changed into goddesses, villains, and fools
Changed plans and lovers and outfits and rules
All to outrun my desertion of you
And you just watched it
See Taylor Swift LiveGet tickets as low as $72You might also like[Chorus]
If you wanna break my cold, cold heart
Just say, ""I loved you the way that you were""
If you wanna tear my world apart
Just say you've always wondered

[Bridge]
If the glint in my eye traced the depths of your sigh
Down that passage in time back to the moment
I crashed into you, like so many wrecks do
Too impaired by my youth to know what to do

[Verse 3]
So if I sell my apartment
And you have some kids with an internet starlet
Will that make your memory fade from this scarlet maroon
Like it never happened?
Could it be enough to just float in your orbit?
Can we watch our phantoms like watching wild horses?
Cooler in theory, but not if you force it to be
It just didn't happen

[Chorus]
So if you wanna break my cold, cold heart
Say you loved me
And if you wanna tear my world apart
Say you'll always wonder
[Outro]
'Cause I wonder
Will I always
Will I always wonder?2Embed"
Taylor Swift,How Did It End?,"135 ContributorsTranslationsPortuguêsEspañolالعربيةFrançaisDeutschNorsk (bokmål / riksmål)TürkçePolskiУкраїнськаItalianoHow Did It End? Lyrics[Intro]
(Uh-oh, uh-oh)

[Verse 1]
We hereby conduct this post-mortem
He was a hot house flower to my outdoorsman
Our maladies were such we could not cure them
And so a touch that was my birthright became foreign

[Chorus]
Come one, come all, it's happenin' again
The empathetic hunger descends
We'll tell no one except all of our friends
We must know
How did it end?
(Uh-oh, uh-oh)

[Verse 2]
We were blind to unforeseen circumstances
We learned thе right steps to different dancеs
And fell victim to interlopers' glances
Lost the game of chance, what are the chances?
Soon, they'll go home to their husbands
Smug 'cause they know they can trust him
Then feverishly calling their cousins
See Taylor Swift LiveGet tickets as low as $72You might also like[Chorus]
""Guess who we ran into at the shops?
Walking in circles like she was lost
Didn't you hear? They called it all off""
One gasp and then
""How did it end?""

[Bridge]
Say it once again with feeling
How the death rattle breathing
Silenced as the soul was leaving
The deflation of our dreaming
Leaving me bereft and reeling
My beloved ghost and me
Sitting in a tree
D-Y-I-N-G

[Pre-Chorus]
It's happenin' again
How did it end?
I can't pretend like I understand
How did it end?

[Chorus]
Come one, come all, it's happenin' again
The empathetic hunger descends
We'll tell no one except all of our friends
But I still don't know
How did it end2Embed"
Taylor Swift,Bejeweled,"108 ContributorsTranslationsTürkçeFrançaisHrvatskiPortuguês中文MagyarEspañolItalianoNederlandsPolskiSvenskaУкраїнськаМонголРусскийहिन्दीBejeweled Lyrics[Verse 1]
Baby love, I think I've been a little too kind
Didn't notice you walkin' all over my peace of mind
In the shoes I gave you as a present
Puttin' someone first only works when you're in their top five
And by the way, I'm goin' out tonight

[Chorus]
Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer
And when I meet the band
They ask, ""Do you have a man?""
I could still say, ""I don't remember""
Familiarity breeds contempt
Don't put mе in the basement
Whеn I want the penthouse of your heart
Diamonds in my eyes
I polish up real, I polish up real nice

[Post-Chorus]
Nice

[Verse 2]
Baby boy, I think I've been too good of a girl (Too good of a girl)
Did all the extra credit, then got graded on a curve
I think it's time to teach some lessons
I made you my world (Huh), have you heard? (Huh)
I can reclaim the land
And I miss you (Miss you), but I miss sparklin' (Nice)
See Taylor Swift LiveGet tickets as low as $72You might also like[Chorus]
Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer
And when I meet the band
They ask, ""Do you have a man?""
I could still say, ""I don't remember""
Familiarity breeds contempt
Don't put me in the basement
When I want the penthouse of your heart
Diamonds in my eyes
I polish up real, I polish up real nice

[Post-Chorus]
Nice

[Bridge]
Sapphire tears on my face
Sadness became my whole sky
But some guy said my aura's moonstone
Just 'cause he was high
And we're dancin' all night
And you can try to change my mind
But you might have to wait in line
What's a girl gonna do?
A diamond's gotta shine
[Chorus]
Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer (Shimmer)
And when I meet the band
They ask, ""Do you have a man?""
I could still say, ""I don't remember""
Familiarity breeds contempt
Don't put me in the basement
When I want the penthouse of your heart
Diamonds in my eyes
I polish up real (Nice), I polish up real nice

[Outro]
And we're dancin' all night
And you can try to change my mind
But you might have to wait in line
What's a girl gonna do? What's a girl gonna do?
I polish up nice
Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer33Embed"
